cleaned_first_batch
Business Name,Average Rating,Review Grade,Title,Review,Rating,Time,Review Count,Country,Status,Month,Month Numbers,Years
Ninja Van,1.2,Bad,4 FAILED PICK UP ATTEMPTS,"4 FAILED PICK UP ATTEMPTSTerrible pick up service and customer service. Highly disappointed and giving customer empty promises.1. Arranged a pick up for 7th Sep between 12 - 3pm and waited the whole day but to no driver picked up the package nor does anyone inform me about the failed pick up.2. Called in to rearrange the pick up and was agreed on a new date and time from 10th Sep between 3-6pm and again, no driver picked up the parcel. This time, at 5:41pm customer service called and the reason is not enough space in their van so suggested to rearranged the pick up (again).3. I agreed to rearranged to next day (11 Sep between 12-3pm) and reminded the customer service representative that this is already the 3rd time and shall be the last time I expected for the re-arrangement of the pick up. HOWEVER, again, no driver picked up and I decided to see and wait until when will they have the courtesy to call or pick up my package. So, a customer support representative called at 6:58pm informing me that, yet again, 'not enough space in our van so we want you to reschedule the pick up service'. So I asked her to justify the reason why a single pick up service can failed for 3 times in a row and she (initial A), insisted that the reason is ""as is and her system already say so"", 1st failed attempt - ""no reason why the 1st driver never arrive but he just never arrive"" and 2nd, ""this is only the 2nd time that the rearrangement was made"" - when I asked her ""if she is sure that this is  the '2nd' time"" - she insisted ""yes very sure because her system reflect that"", even though I told her that this is the 3rd time and I even received 3 telegram messages as well as the call history. The last customer service who attended sounded so pissed off at me when I asked her if she is sure about the number of attempt and she even raised her voice. So, requested for a call back from the manager.Current status - Manager called and gave the same explanation that they have failed attempts and reason is always no space in the van. Apparently, according to his system, the original schedule that I had was 'routed' and means that no driver is available on the day so no one pick up the package and hence, no notification will be sent and it was not even counted as an attempt. He mentioned that the responsibility is only on the freight department as they are responsible for the driver and the arrangement. Who care which department is handling it, you are from the same company, any internal issues you have, you handle it internally and do not cause those issues to affect your customers and making your company look super unprofessional.Latest Update: 13 Sep - 4th Rearrangement (6-10pm) - STILL NO PICK UP IS INITIATED BY NINJAVAN",1,13-Sep-21,2,SG,NULL,Sep,9,2021
PLDT,1.1,Bad,TRASH,4 min and it will be no pa(fu)cking internet for 2 min everyday. Do you know how I spent the past few months.,1,5-Nov-21,3,PH,NULL,Nov,11,2021
Singlife Philippines,4.6,Excellent,4 stars since I am yet to receive an…,"4 stars since I am yet to receive an update on our confinement claims. But great experience with the covid test claim. Very easy and hassle free. Once we get the other claim, we are planning to avail of your other insurances. Hope to get a positive response on it.",4,"Feb. 1, 2022",1,PH,Verified,Feb,2,2022
PNXBET,4.8,Excellent,489388,489388Team Money Tree#pnxbet #pnxbetagentsystem #pnxbetmonthlyraffleMost trending and legit sports and casino today,5,3-Aug-21,1,PH,NULL,Aug,8,2021
PNXBET,4.8,Excellent,489966,489966#TeamOG#pnxbet #pnxbetagentsystem #pnxbetmonthlyraffle,5,2-Aug-21,1,PH,NULL,Aug,8,2021
Moneymax,4.8,Excellent,5 Star rate for Moneymax from the gift…,5 Star rate for Moneymax from the gift upon Creditcard approval to Facebook Support inquire of customer. Thank you Moneymax,5,7-Apr-21,1,PH,Invited,Apr,4,2021
Mabuhay Travel,4.9,Excellent,5 Stars for Joanna for being helpful…,5 Stars for Joanna for being helpful and polite... excellent customer service... keep up the good work....,5,20-Aug-19,2,GB,Verified,Aug,8,2019
Flowerstore.ph,4.0,Great,5 out of 5,5 out of 5. Keep up the good work,5,26-Oct-18,1,PH,Verified,Oct,10,2018
Mabuhay Travel,4.9,Excellent,5 star Sarah is really good to talk to…,5 star Sarah is really good to talk to the costumer patient and willing to help. Mabuhay po.,5,21-Oct-19,1,GB,Verified,Oct,10,2019
Flowerstore.ph,4.0,Great,Excellent,"5 star for quality products, riders Sir Ryan Peralta and Sir Arvin Reyes, customer service is also great. Thank you!",5,22-Apr-21,1,PH,Invited,Apr,4,2021
Mabuhay Travel,4.9,Excellent,5 star is not enough.,5 star is not enough.. excellent!!😇😍,5,18-Mar-19,1,GB,Verified,Mar,3,2019
Mabuhay Travel,4.9,Excellent,5 star,5 star: excellent,5,19-May-18,1,GB,Verified,May,5,2018
Singlife Philippines,4.6,Excellent,5 stars are not enough,"5 stars are not enough!  I give you 6 stars. Compared to my claim in AXA life where I pay 20x the premium I paid to you, your process is a lot more painless!  Up to now, AXA life is still asking me for damned document!  If only I can return the policies that I got from them and transfer then to you, I will!#singlifelangmalakas#AXAsucks",5,"Dec. 7, 2021",1,PH,Verified,Dec,12,2021
Moneymax,4.8,Excellent,5 stars,"5 stars because they surely give you their promise. Only that, it took so long for their promise freebie to arrived. I got mine more than 11weeks after their confirmation email. But then its worth the wait. Thank you so much 😊",5,7-Oct-21,1,PH,Invited,Oct,10,2021
Moneymax,4.8,Excellent,5 stars for Moneymax,5 stars for Moneymax! They do really send you their promised gift once your credit application is approved! Thank you very much and more power!,5,6-Feb-22,1,PH,Invited,Feb,2,2022
Moneymax,4.8,Excellent,👍Mr jogie martinez👍,5 stars for Mr jogie martinez very helpful and explains well.,5,14-Dec-21,1,PH,Invited,Dec,12,2021
Moneymax,4.8,Excellent,Very helpful,5 stars for Sir Ryan ! He explains on how to claim and sends the requirements immidiately! Thank you,5,15-Jun-21,1,PH,Invited,Jun,6,2021
THEKULT.COM,3.8,Great,5 stars for authenticity of the product…,5 stars for authenticity of the product and fast delivery,5,12-Sep-19,1,PH,Verified,Sep,9,2019
Flowerstore.ph,4.0,Great,Surprise failed,"5 stars for the responsive chat that gave them 2 stars at least, but if I can give black hole for their mobile number for not texting back and ""unattended"" if called. I chose them to be the provider for my surprise for my wife in our anniversary. I chose the bundle for complete and worry free preps. At first I was excited since you have a chance to choose the delivery time, but it arrived LATE. Worst is that THE BUNDLE HAS NO BUNDLE WITH IT but only the flowers without the other items like music box and chocolate. I ordered and paid in advance. No problem with the flowers they are fresh and well packaged but if you are planning something DONT GET THEIR BUNDLES and ASK THEM THROUGH MESSENGER for fast reply, the number they sent in the email is a BOGUS. It is a wrong choice for me to switch from my previous provider. Have to replan again for my surprise.",1,17-Nov-20,1,PH,NULL,Nov,11,2020
TawagPinas.com,4.5,Excellent,5 stars,"5 stars, excellent service",5,8-Apr-17,1,US,Invited,Apr,4,2017
Singlife Philippines,4.6,Excellent,500 pesos only out of ₱2000+++  Dengue…,500 pesos only out of ₱2000+++  Dengue test,3,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
PNXBET,4.8,Excellent,5s because it is convinient and easy…,5s because it is convinient and easy acessUsername  : cabridoheinz,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
Globe Telecom,1.1,Bad,5s for jenelyn given me a good service,5s for jenelyn given me a good service😊😊😊,5,12-Feb-20,1,PH,NULL,Feb,2,2020
Globe Telecom,1.1,Bad,5s for jenelyn given me a good service,5s for jenelyn given me a good service😊😊😊,5,"Feb. 12, 2020",1,PH,NULL,Feb,2,2020
PNXBET,4.8,Excellent,5star betting site #1 in the…,5star betting site #1 in the Philippines san kapa #PNXBET kana😁 User name:PLbeltran Team Name:#teamMoneyTree #pnxbet #pnxbetagentsystem,5,26-Dec-21,1,PH,NULL,Dec,12,2021
PNXBET,4.8,Excellent,5star betting site lots of casino games…,5star betting site lots of casino games and sport betting thank you PNXBETUser name:SUMMITTeam Name:#PNXBETarmyPNXcasino#pnxbet #pnxbetagentsystem,5,26-Dec-21,1,PH,NULL,Dec,12,2021
PNXBET,4.8,Excellent,5⭐ betting site more more more win to…,5⭐ betting site more more more win to go thank you #PNXBETUser name:KingAATeam Name:#PNXBETarmyPNXcasino#pnxbet #pnxbetagentsystem,5,27-Dec-21,1,PH,NULL,Dec,12,2021
Lazada,1.5,Bad,6 weeks ago I bought a dvd-videoke…,"6 weeks ago I bought a dvd-videoke player from Lazada, on receipt I found it was'nt as advertised. I contacted customer sevices and asked for a refund, they only offered a voucher as I paid cod which i refused.Since then I have been in contact with some guy at Lazada by email and he is making every excuse under the sun not to give me a refund. As far as I'm concerned this was a fraudulent sale but Lazada do not care about that as the item is still being sold on their web site although they know it is not as stated. Do not trust Lazada.",1,13-Nov-19,2,PH,NULL,Nov,11,2019
Ninja Van,1.2,Bad,"Worst delivery service, period!!","9 out of 10 times when stuff I order online gets delivered by Ninja Van, the driver would just leave the stuff on top of my gate without even bothering to ring the bell and notify us of the delivery. So if it rains, and we didn't notice parcels resting on top of our gate post, they end up getting wet. Shopee likes to use Ninja Van for delivery, which is why I stopped using Shopee for online shopping. They are the worst!!",1,5-Nov-21,2,SG,NULL,Nov,11,2021
Mabuhay Travel,4.9,Excellent,happy,:) happy chappy,5,25-May-21,1,GB,Verified,May,5,2021
Ninja Van,1.2,Bad,@ AnasHeadStone,@ AnasHeadStone What item did u lost?,1,1-May-20,1,SG,NULL,May,5,2020
Philippine Airlines,1.4,Bad,A FRAUD,A FRAUDPAL is such an embarrassment to the Philippines. Claiming refund procedure is a pain and more than frustrating. It takes more than a year to process such a small amount and it even misses to process on the deadline given. Mine i have to wait another months cycle after 14months of follow up,1,19-Jan-22,1,GB,NULL,Jan,1,2022
PNXBET,4.8,Excellent,A MOST TRUSTED BETTING SITE!!!,A MOST TRUSTED BETTING SITE!!!479807#TeamMoneyTree#pnxbet #pnxbetagentsystem #pnxbetmonthlyraffle,5,3-Aug-21,1,PH,NULL,Aug,8,2021
Globe Telecom,1.1,Bad,ABOUT A TRASH TELCO,A SPECTACULAR TRASH COMPANY WITH HORRIBLE SERVICE.ALWAYS RELIABLE WHEN IT COMES TO DISCONNECTION AND LOW DOWNLOAD SPEED AND THE NO.1 TELCO FOR THE SLOWEST FIBER OF ALL TIME,1,9-Oct-21,1,PH,NULL,Oct,10,2021
Globe Telecom,1.1,Bad,ABOUT A TRASH TELCO,A SPECTACULAR TRASH COMPANY WITH HORRIBLE SERVICE.ALWAYS RELIABLE WHEN IT COMES TO DISCONNECTION AND LOW DOWNLOAD SPEED AND THE NO.1 TELCO FOR THE SLOWEST FIBER OF ALL TIME,1,"Oct. 9, 2021",1,PH,NULL,Oct,10,2021
Globe Telecom,1.1,Bad,A bad connection turns worse for a bit…,A bad connection turns worse for a bit of rainfall. We're paying for a decent amount for our internet and you give this an unstable network. Wow!,1,25-Nov-20,1,PH,NULL,Nov,11,2020
Globe Telecom,1.1,Bad,A bad connection turns worse for a bit…,A bad connection turns worse for a bit of rainfall. We're paying for a decent amount for our internet and you give this an unstable network. Wow!,1,"Nov. 25, 2020",1,PH,NULL,Nov,11,2020
Singlife Philippines,4.6,Excellent,Big help for an unemployed like me,"A big help for someone like me who is unemployed. Thank you very much, Singlife!Easy to access. Easy to apply. Easy to claim.",5,"Feb. 10, 2022",1,PH,Verified,Feb,2,2022
Mabuhay Travel,4.9,Excellent,A big thank you to Chloe (your sales…,A big thank you to Chloe (your sales Agent) who has been very exemplary in handling my booking. She is one who would run an extra mile to tailor the services that you guys provide according to the needs of your client - Excellent Customer Service which you don't always get with most travel agents. Definitely a deal that's great value for money.,5,26-Jun-18,1,GB,Verified,Jun,6,2018
Mabuhay Travel,4.9,Excellent,Helpful staff,A big thank you to Kathleen...very helpful and reliable...,5,8-Apr-19,1,GB,Verified,Apr,4,2019
Singlife Philippines,4.6,Excellent,Review Singlife,A bit delayed but very much understandable due to surge. They will reply immediately on your concerns. Thank you!,5,"Feb. 9, 2022",1,PH,Verified,Feb,2,2022
Globe Telecom,1.1,Bad,A company that should close down and…,A company that should close down and let somebody else who knows how to run a business and how to treat customers and to respond without lying to customers just to get them away .,1,29-Jul-20,3,PH,NULL,Jul,7,2020
Globe Telecom,1.1,Bad,A company that should close down and…,A company that should close down and let somebody else who knows how to run a business and how to treat customers and to respond without lying to customers just to get them away .,1,"Jul. 29, 2020",3,PH,NULL,Jul,7,2020
Ninja Van,1.2,Bad,Extremely Slow Delivery,"A delivery that should take 1-2 days took 1 week even if it was a Manila to Manila delivery. Extremely disappointed. Worst courier ever, never gonna use again. They should just close. Pathetic.",1,12-Feb-20,1,PH,NULL,Feb,2,2020
Lazada,1.5,Bad,Short Changed,A few months ago I ordered a game controller and it worked perfectly but I’m still pretty irritated that this one delivery guy short changed me and I ended up paying for it a hundred peso higher.,2,29-Dec-18,1,PH,NULL,Dec,12,2018
